Country Name,Year,Exports_GDP_percent,GDP growth (annual %),GDP_per_capita,Imports_GDP_percent,"Inflation, consumer prices (annual %)",Population_growth_percent,"Unemployment, total (% of total labor force) (national estimate)"
Solomon Islands,2016,39.72857612,5.554731534,15041.38869,45.82102076,0.512485626,3.528420383,
Solomon Islands,2017,38.67918018,3.075348034,14977.27777,43.51839073,0.48868676,3.45614796,
Solomon Islands,2018,42.12623861,2.745995423,14880.10876,46.36844113,3.46147485,3.359859127,
Solomon Islands,2019,36.49690192,1.748566555,14744.27554,46.5014357,1.63485544,2.650498034,
Solomon Islands,2020,27.93849568,-3.381147541,13932.87826,32.28184196,2.963549921,2.220721486,
Solomon Islands,2021,27.17489083,2.564349754,13951.1219,39.46451645,-0.115437894,2.401167987,
Solomon Islands,2022,26.28674312,2.402481436,13948.37312,51.74918784,5.518129286,2.393780769,
Solomon Islands,2023,,2.656361867,13979.91263,,5.88585897,2.395832434,
Solomon Islands,2024,,2.539341917,13999.05761,,,2.370783523,
Thailand,2015,67.63669027,3.134047249,134977.5828,57.20297188,-0.900424963,0.460976294,0.597
Thailand,2016,67.07088397,3.435157717,138985.6633,53.50434332,0.188149704,0.451266063,0.688
Thailand,2017,66.67283247,4.177681032,144180.9168,54.21859497,0.665631893,0.42296351,0.83
Thailand,2018,64.8380969,4.222870287,149814.9681,56.00376783,1.063897542,0.302929452,0.766
Thailand,2019,59.51889062,2.114557796,152670.1942,50.17062409,0.706728601,0.204609852,0.716
Thailand,2020,51.49442661,-6.050038469,143194.912,46.30631664,-0.845937147,0.166540795,1.099
Thailand,2021,58.55938918,1.552166084,145243.4896,58.69355544,1.230395413,0.119758275,1.215
Thailand,2022,65.37276419,2.580378747,148974.7123,67.48594789,-1.610680305,0.011148545,0.94
Thailand,2023,65.44456294,2.017750953,152050.3732,63.37955121,8.478051744,-0.045865189,0.733
Thailand,2024,70.06388855,2.525961758,155965.986,66.71085654,1.365805408,-0.048021055,
Timor-Leste,2015,3.050307291,2.480040402,1319.593057,57.02661364,0.552796026,1.946242341,3.678
Timor-Leste,2016,3.156422882,3.009930626,1333.658631,57.15419888,-1.338538762,1.905259439,4.657
Timor-Leste,2017,2.409011316,-3.182415225,1267.086681,56.22573946,0.557215537,1.886415497,
Timor-Leste,2018,2.931531733,0.000114755,1243.00077,61.88765079,2.63647201,1.919302866,
Timor-Leste,2019,21.21431785,23.41201358,1504.54998,49.39992658,0.95881274,1.939287072,
Timor-Leste,2020,36.66621405,31.96191857,1947.840064,48.08409545,0.495499215,1.911593734,
Timor-Leste,2021,63.51514688,5.315538537,2014.782394,36.35227604,3.697920947,1.800068931,2.344
Timor-Leste,2022,55.61205344,-20.54158475,1578.517883,42.00986811,7.005309454,1.408845874,1.537
Timor-Leste,2023,22.92548793,-18.12479096,1278.418727,66.37510343,8.420351033,1.08884744,
Timor-Leste,2024,,-2.189121556,1235.834187,,2.06284153,1.174336386,
Tonga,2015,16.94011259,1.113744024,8711.535888,64.41405285,-1.05399832,-0.483301678,
Tonga,2016,21.66220286,6.598698794,9336.633373,63.22905096,2.578155152,-0.539650396,1.054
Tonga,2017,22.17613598,3.202319762,9650.987129,65.8673566,7.517062836,-0.159332355,
Tonga,2018,21.37671376,0.687546507,9697.919804,66.0735982,5.03209692,0.200073079,2.248
Tonga,2019,22.76566941,-0.208433391,9668.364421,67.5491037,1.179543348,0.096574455,
Tonga,2020,20.09042254,1.783395899,9837.531219,63.3675698,-0.349737697,0.033116813,
Tonga,2021,11.08253986,0.362604273,9893.231586,55.0917534,5.640511406,-0.202657342,2.111
Tonga,2022,11.55963934,-2.309864445,9705.930961,63.75558965,10.97136529,-0.425589151,
Tonga,2023,18.75070716,2.084155836,9950.371448,75.38644329,6.351129803,-0.424539965,
Tonga,2024,,,,,3.183646113,-0.404269322,
Tuvalu,2015,,10.41666667,4834.443127,,,-0.191370177,
Tuvalu,2016,,5.660377358,5123.513266,,,-0.30146645,8.489
Tuvalu,2017,,2.448392857,5278.415678,,,-0.559660161,26.553
Tuvalu,2018,,1.387283842,5410.38043,,,-1.091592708,
Tuvalu,2019,,13.82209844,6257.149608,,,-1.593883358,
Tuvalu,2020,,-4.274932069,6094.489855,,,-1.735029224,
Tuvalu,2021,,1.804135911,6329.213263,,,-1.991033576,
Tuvalu,2022,,0.677309361,6500.900721,,,-2.001453909,7.318
Tuvalu,2023,,3.852809195,6872.419445,,,-1.777106541,
Tuvalu,2024,,,,,,-1.747038576,
Vanuatu,2015,44.28730163,3.965919464,231115.2532,64.47136404,2.483268757,2.22716538,
Vanuatu,2016,47.44237756,3.471544715,233877.3995,58.9095577,0.842069084,2.224593213,
Vanuatu,2017,47.66090191,4.412665986,238568.5099,57.8656718,3.084526244,2.332132561,
Vanuatu,2018,56.61053279,2.900230273,239676.9252,54.06912703,2.330963796,2.395434581,
Vanuatu,2019,50.34527687,3.241187655,241745.2951,49.03769195,2.762520194,2.330489157,5.445
Vanuatu,2020,18.47344395,-4.992491429,224394.1939,51.44145089,5.329350731,2.326611311,4.046
Vanuatu,2021,9.242759621,-1.552294891,215848.0129,48.75839363,2.343283582,2.318509214,
Vanuatu,2022,9.648414501,5.186228624,221836.4074,55.45546303,6.679305819,2.319650826,
Vanuatu,2023,,-0.964792282,214647.5286,,11.18250171,2.324816009,
Vanuatu,2024,,3.967258306,218146.7336,,,2.273519443,
Viet Nam,2015,72.92285184,6.987154306,39826504.14,71.99137636,0.631200905,1.239754031,1.849
Viet Nam,2016,74.10728626,6.690008927,41958923.09,71.30222172,2.66824817,1.259883665,1.848
Viet Nam,2017,81.76252184,6.940190374,44316124.48,79.21756182,3.520256888,1.244204736,1.874
Viet Nam,2018,84.42345608,7.465006856,47099601.77,80.24048069,3.539628059,1.107913952,1.161
Viet Nam,2019,85.15758741,7.359262701,50078486.2,79.54662762,2.795823675,0.968366699,1.681
Viet Nam,2020,84.38159801,2.865413209,51037897.02,78.86426481,3.220934367,0.927434296,2.103
Viet Nam,2021,93.85020713,2.553728526,51888451.76,92.82562571,1.834715548,0.868883561,2.385
Viet Nam,2022,93.42012904,8.537500468,55897197.41,89.7334901,3.1565075,0.750756665,1.523
Viet Nam,2023,86.46741924,5.065023915,58335404.97,78.35065203,3.252892827,0.671429251,1.645
Viet Nam,2024,,7.091187466,62078954.42,,3.621092739,0.631267006,
